LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1689086672.102188,212809.000,31765,6,PI,1,100,131530
1689086672.102188,212809.000,31765,6,PI,1,100,131532
1689086672.102188,212809.000,31765,6,PI,1,100,131541
1689086672.102188,212809.000,31765,6,PI,1,100,131538
1689086672.102188,212809.000,31765,6,PI,1,100,131543
1689086672.102188,212809.000,31765,6,PI,1,100,131551
1689086672.142098,212848.000,31781,2,PI,1,100,131552
1689086672.182009,212887.000,31781,2,PI,1,100,131573
1689086672.221237,212925.333,31797,3,PI,1,100,131568
1689086672.260465,212963.667,31797,3,PI,1,100,131575
1689086672.299693,213002.000,31797,3,PI,1,100,131591
1689086672.340626,213042.000,31812,2,PI,1,100,131596
1689086672.381560,213082.000,31812,2,PI,1,100,131571
1689086672.421812,213121.333,31827,3,PI,1,100,131534
1689086672.462063,213160.667,31827,3,PI,1,100,131509
1689086672.502314,213200.000,31827,3,PI,1,100,131484
1689086672.542225,213239.000,31846,3,PI,1,100,131486
1689086672.582135,213278.000,31846,3,PI,1,100,131503
1689086672.622045,213317.000,31846,3,PI,1,100,131500
1689086672.661956,213356.000,31861,2,PI,1,100,131489
1689086672.701866,213395.000,31861,2,PI,1,100,131499
1689086672.741776,213434.000,31876,3,PI,1,100,131489
1689086672.781687,213473.000,31876,3,PI,1,100,131484
1689086672.821597,213512.000,31876,3,PI,1,100,131494
1689086672.861098,213550.600,31896,5,PI,1,100,131494
1689086672.900599,213589.200,31896,5,PI,1,100,131504
1689086672.940100,213627.800,31896,5,PI,1,100,131504
1689086672.979601,213666.400,31896,5,PI,1,100,131509
1689086673.019102,213705.000,31896,5,PI,1,100,131521
1689086673.059012,213744.000,31911,3,PI,1,100,131526
1689086673.098922,213783.000,31911,3,PI,1,100,131491
1689086673.138832,213822.000,31911,3,PI,1,100,131472
1689086673.178743,213861.000,31928,2,PI,1,100,131426
1689086673.218653,213900.000,31928,2,PI,1,100,131404
1689086673.263339,213943.667,31942,3,PI,1,100,131404
1689086673.308025,213987.333,31942,3,PI,1,100,131399
1689086673.352711,214031.000,31942,3,PI,1,100,131414
1689086673.393644,214071.000,31958,2,PI,1,100,131403
1689086673.434578,214111.000,31958,2,PI,1,100,131405
1689086673.474829,214150.333,31974,3,PI,1,100,131400
1689086673.515081,214189.667,31974,3,PI,1,100,131390
1689086673.555332,214229.000,31974,3,PI,1,100,131402
1689086673.594901,214267.667,31992,3,PI,1,100,131411
1689086673.634470,214306.333,31992,3,PI,1,100,131404
1689086673.674040,214345.000,31992,3,PI,1,100,131431
1689086673.712927,214383.000,32006,2,PI,1,100,131433
1689086673.751814,214421.000,32006,2,PI,1,100,131433
1689086673.791724,214460.000,32023,3,PI,1,100,131451
1689086673.831634,214499.000,32023,3,PI,1,100,131427
1689086673.871544,214538.000,32023,3,PI,1,100,131386
1689086673.911966,214577.500,32038,2,PI,1,100,131351
1689086673.952388,214617.000,32038,2,PI,1,100,131338
1689086673.993322,214657.000,32056,3,PI,1,100,131330
1689086674.034256,214697.000,32056,3,PI,1,100,131324
1689086674.075189,214737.000,32056,3,PI,1,100,131339
1689086674.115099,214776.000,32071,3,PI,1,100,131343
1689086674.155010,214815.000,32071,3,PI,1,100,131336
1689086674.194920,214854.000,32071,3,PI,1,100,131347
1689086674.234830,214893.000,32087,2,PI,1,100,131342
1689086674.274741,214932.000,32087,2,PI,1,100,131333
1689086674.313969,214970.333,32102,3,PI,1,100,131359
1689086674.353197,215008.667,32102,3,PI,1,100,131372
1689086674.392425,215047.000,32102,3,PI,1,100,131365
1689086674.433358,215087.000,32118,2,PI,1,100,131377
1689086674.474292,215127.000,32118,2,PI,1,100,131382
1689086674.514544,215166.333,32134,3,PI,1,100,131384
1689086674.554795,215205.667,32134,3,PI,1,100,131371
1689086674.595046,215245.000,32134,3,PI,1,100,131367
1689086674.641608,215290.500,32151,2,PI,1,100,131349
1689086674.688170,215336.000,32151,2,PI,1,100,131334
1689086674.728081,215375.000,32166,3,PI,1,100,131317
1689086674.767991,215414.000,32166,3,PI,1,100,131318
1689086674.807901,215453.000,32166,3,PI,1,100,131304
1689086674.847811,215492.000,32183,2,PI,1,100,131301
1689086674.887722,215531.000,32183,2,PI,1,100,131295
1689086674.927632,215570.000,32198,3,PI,1,100,131290
1689086674.967542,215609.000,32198,3,PI,1,100,131290
1689086675.007453,215648.000,32198,3,PI,1,100,131295
1689086675.047022,215686.667,32214,3,PI,1,100,131314
1689086675.086591,215725.333,32214,3,PI,1,100,131314
1689086675.126160,215764.000,32214,3,PI,1,100,131318
1689086675.166070,215803.000,32229,2,PI,1,100,131342
1689086675.205981,215842.000,32229,2,PI,1,100,131341
1689086675.245891,215881.000,32245,3,PI,1,100,131335
1689086675.285801,215920.000,32245,3,PI,1,100,131338
1689086675.325712,215959.000,32245,3,PI,1,100,131294
1689086675.365622,215998.000,32262,2,PI,1,100,131252
1689086675.405532,216037.000,32262,2,PI,1,100,131246
1689086675.445443,216076.000,32278,3,PI,1,100,131230
1689086675.485353,216115.000,32278,3,PI,1,100,131219
1689086675.525263,216154.000,32278,3,PI,1,100,131225
1689086675.565173,216193.000,32295,2,PI,1,100,131233
1689086675.605084,216232.000,32295,2,PI,1,100,131216
1689086675.644994,216271.000,32311,3,PI,1,100,131207
1689086675.684904,216310.000,32311,3,PI,1,100,131204
1689086675.724815,216349.000,32311,3,PI,1,100,131212
1689086675.764043,216387.333,32326,3,PI,1,100,131204
1689086675.803271,216425.667,32326,3,PI,1,100,131220
1689086675.842499,216464.000,32326,3,PI,1,100,131218
1689086675.882409,216503.000,32343,2,PI,1,100,131216
1689086675.922319,216542.000,32343,2,PI,1,100,131239
1689086675.965982,216584.667,32358,3,PI,1,100,131236
1689086676.009645,216627.333,32358,3,PI,1,100,131230
1689086676.053307,216670.000,32358,3,PI,1,100,131194
1689086676.093217,216709.000,32373,2,PI,1,100,131147
1689086676.133128,216748.000,32373,2,PI,1,100,131135
1689086676.173379,216787.333,32391,3,PI,1,100,131112
1689086676.213630,216826.667,32391,3,PI,1,100,131119
1689086676.253882,216866.000,32391,3,PI,1,100,131120
1689086676.293792,216905.000,32407,2,PI,1,100,131114
1689086676.333702,216944.000,32407,2,PI,1,100,131122
1689086676.373613,216983.000,32422,3,PI,1,100,131108
1689086676.413523,217022.000,32422,3,PI,1,100,131104
1689086676.453433,217061.000,32422,3,PI,1,100,131119
1689086676.493344,217100.000,32440,3,PI,1,100,131125
1689086676.533254,217139.000,32440,3,PI,1,100,131139
1689086676.573164,217178.000,32440,3,PI,1,100,131146
1689086676.612563,217216.500,32457,2,PI,1,100,131172
1689086676.651961,217255.000,32457,2,PI,1,100,131199
1689086676.692895,217295.000,32473,3,PI,1,100,131216
1689086676.733829,217335.000,32473,3,PI,1,100,131242
1689086676.774762,217375.000,32473,3,PI,1,100,131246
1689086676.815184,217414.500,32489,2,PI,1,100,131232
1689086676.855606,217454.000,32489,2,PI,1,100,131224
1689086676.895517,217493.000,32505,3,PI,1,100,131247
1689086676.935427,217532.000,32505,3,PI,1,100,131251
1689086676.975337,217571.000,32505,3,PI,1,100,131272
1689086677.015247,217610.000,32519,2,PI,1,100,131276
1689086677.055158,217649.000,32519,2,PI,1,100,131276
1689086677.095068,217688.000,32535,3,PI,1,100,131269
1689086677.134978,217727.000,32535,3,PI,1,100,131261
1689086677.174889,217766.000,32535,3,PI,1,100,131254
1689086677.214117,217804.333,32553,3,PI,1,100,131253
1689086677.253345,217842.667,32553,3,PI,1,100,131278
1689086677.292573,217881.000,32553,3,PI,1,100,131317
1689086677.340670,217928.000,32569,2,PI,1,100,131345
1689086677.388767,217975.000,32569,2,PI,1,100,131376
1689086677.427654,218013.000,32583,2,PI,1,100,131406
1689086677.466541,218051.000,32583,2,PI,1,100,131423
1689086677.506451,218090.000,32600,3,PI,1,100,131437
1689086677.546361,218129.000,32600,3,PI,1,100,131400
1689086677.586272,218168.000,32600,3,PI,1,100,131359
1689086677.626182,218207.000,32617,3,PI,1,100,131336
1689086677.666092,218246.000,32617,3,PI,1,100,131345
1689086677.706002,218285.000,32617,3,PI,1,100,131363
1689086677.745913,218324.000,32633,2,PI,1,100,131384
1689086677.785823,218363.000,32633,2,PI,1,100,131393
1689086677.825733,218402.000,32649,3,PI,1,100,131389
1689086677.865644,218441.000,32649,3,PI,1,100,131374
1689086677.905554,218480.000,32649,3,PI,1,100,131377
1689086677.944952,218518.500,32664,2,PI,1,100,131375
1689086677.984351,218557.000,32664,2,PI,1,100,131389
1689086678.023579,218595.333,32679,3,PI,1,100,131401
1689086678.062807,218633.667,32679,3,PI,1,100,131428
1689086678.102035,218672.000,32679,3,PI,1,100,131456
1689086678.142287,218711.333,32701,6,PI,1,100,131507
1689086678.182538,218750.667,32701,6,PI,1,100,131559
1689086678.222790,218790.000,32701,6,PI,1,100,131590
1689086678.263041,218829.333,32701,6,PI,1,100,131624
1689086678.303292,218868.667,32701,6,PI,1,100,131648
1689086678.343544,218908.000,32701,6,PI,1,100,131664
1689086678.384477,218948.000,32716,3,PI,1,100,131666
1689086678.425411,218988.000,32716,3,PI,1,100,131699
1689086678.466345,219028.000,32716,3,PI,1,100,131736
1689086678.506255,219067.000,32733,2,PI,1,100,131775
1689086678.546165,219106.000,32733,2,PI,1,100,131824
1689086678.585734,219144.667,32749,3,PI,1,100,131867
1689086678.625304,219183.333,32749,3,PI,1,100,131911
1689086678.664873,219222.000,32749,3,PI,1,100,131977
1689086678.710923,219267.000,32765,2,PI,1,100,132015
1689086678.756974,219312.000,32765,2,PI,1,100,132041
1689086678.796543,219350.667,32781,3,PI,1,100,132071
1689086678.836112,219389.333,32781,3,PI,1,100,132080
1689086678.875681,219428.000,32781,3,PI,1,100,132124
1689086678.915591,219467.000,32797,3,PI,1,100,132133
1689086678.955502,219506.000,32797,3,PI,1,100,132105
1689086678.995412,219545.000,32797,3,PI,1,100,132111
1689086679.036345,219585.000,32812,2,PI,1,100,132096
1689086679.077279,219625.000,32812,2,PI,1,100,132095
1689086679.117189,219664.000,32828,3,PI,1,100,132131
1689086679.157100,219703.000,32828,3,PI,1,100,132159
