LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1700520704.247782,36617.000,1001,3,PR,1,100,112647
1700520704.247782,36617.000,1001,3,PR,1,100,112649
1700520704.247782,36617.000,1001,3,PR,1,100,112657
1700520704.286641,36655.000,1017,2,PR,1,100,112661
1700520704.325500,36693.000,1017,2,PR,1,100,112657
1700520704.365381,36732.000,1034,3,PR,1,100,112670
1700520704.405263,36771.000,1034,3,PR,1,100,112660
1700520704.445145,36810.000,1034,3,PR,1,100,112651
1700520704.485026,36849.000,1050,3,PR,1,100,112655
1700520704.524908,36888.000,1050,3,PR,1,100,112660
1700520704.564789,36927.000,1050,3,PR,1,100,112672
1700520704.604671,36966.000,1068,2,PR,1,100,112669
1700520704.644552,37005.000,1068,2,PR,1,100,112674
1700520704.684434,37044.000,1084,3,PR,1,100,112676
1700520704.724315,37083.000,1084,3,PR,1,100,112664
1700520704.764197,37122.000,1084,3,PR,1,100,112677
1700520704.804078,37161.000,1098,2,PR,1,100,112673
1700520704.843960,37200.000,1098,2,PR,1,100,112669
1700520704.883159,37238.333,1115,3,PR,1,100,112660
1700520704.922359,37276.667,1115,3,PR,1,100,112657
1700520704.961559,37315.000,1115,3,PR,1,100,112637
1700520705.008087,37360.500,1130,2,PR,1,100,112606
1700520705.054616,37406.000,1130,2,PR,1,100,112595
1700520705.093816,37444.333,1146,3,PR,1,100,112576
1700520705.133015,37482.667,1146,3,PR,1,100,112552
1700520705.172215,37521.000,1146,3,PR,1,100,112525
1700520705.212097,37560.000,1162,2,PR,1,100,112508
1700520705.251978,37599.000,1162,2,PR,1,100,112520
1700520705.292371,37638.500,1178,4,PR,1,100,112556
1700520705.332764,37678.000,1178,4,PR,1,100,112588
1700520705.373157,37717.500,1178,4,PR,1,100,112576
1700520705.413549,37757.000,1178,4,PR,1,100,112574
1700520705.454113,37796.667,1195,3,PR,1,100,112562
1700520705.494676,37836.333,1195,3,PR,1,100,112537
1700520705.535239,37876.000,1195,3,PR,1,100,112507
1700520705.575121,37915.000,1212,2,PR,1,100,112491
1700520705.615002,37954.000,1212,2,PR,1,100,112468
1700520705.654543,37992.667,1229,3,PR,1,100,112457
1700520705.694083,38031.333,1229,3,PR,1,100,112448
1700520705.733624,38070.000,1229,3,PR,1,100,112433
1700520705.772824,38108.333,1245,3,PR,1,100,112408
1700520705.812024,38146.667,1245,3,PR,1,100,112391
1700520705.851223,38185.000,1245,3,PR,1,100,112372
1700520705.891105,38224.000,1261,2,PR,1,100,112357
1700520705.930987,38263.000,1261,2,PR,1,100,112375
1700520705.971550,38302.667,1276,3,PR,1,100,112367
1700520706.012113,38342.333,1276,3,PR,1,100,112360
1700520706.052676,38382.000,1276,3,PR,1,100,112346
1700520706.093069,38421.500,1291,2,PR,1,100,112346
1700520706.133462,38461.000,1291,2,PR,1,100,112328
1700520706.173343,38500.000,1308,3,PR,1,100,112306
1700520706.213225,38539.000,1308,3,PR,1,100,112319
1700520706.253107,38578.000,1308,3,PR,1,100,112335
1700520706.292647,38616.667,1323,3,PR,1,100,112333
1700520706.332188,38655.333,1323,3,PR,1,100,112356
1700520706.371728,38694.000,1323,3,PR,1,100,112370
1700520706.411610,38733.000,1340,2,PR,1,100,112367
1700520706.451491,38772.000,1340,2,PR,1,100,112380
1700520706.499043,38818.500,1355,2,PR,1,100,112399
1700520706.546593,38865.000,1355,2,PR,1,100,112409
1700520706.585793,38903.333,1376,3,PR,1,100,112397
1700520706.624993,38941.667,1376,3,PR,1,100,112392
1700520706.664193,38980.000,1376,3,PR,1,100,112387
1700520706.704074,39019.000,1391,3,PR,1,100,112401
1700520706.743956,39058.000,1391,3,PR,1,100,112398
1700520706.783837,39097.000,1391,3,PR,1,100,112414
1700520706.823719,39136.000,1407,2,PR,1,100,112417
1700520706.863600,39175.000,1407,2,PR,1,100,112433
1700520706.903482,39214.000,1422,3,PR,1,100,112440
1700520706.943363,39253.000,1422,3,PR,1,100,112446
1700520706.983245,39292.000,1422,3,PR,1,100,112441
1700520707.023126,39331.000,1438,2,PR,1,100,112444
1700520707.063008,39370.000,1438,2,PR,1,100,112447
1700520707.102549,39408.667,1453,3,PR,1,100,112458
1700520707.142089,39447.333,1453,3,PR,1,100,112458
1700520707.181630,39486.000,1453,3,PR,1,100,112469
1700520707.221171,39524.667,1470,3,PR,1,100,112468
1700520707.260711,39563.333,1470,3,PR,1,100,112458
1700520707.300252,39602.000,1470,3,PR,1,100,112459
1700520707.340133,39641.000,1484,2,PR,1,100,112463
