LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,DC
1700035598.028170,332038.000,50370,4,DC,2,100,EA
1700035598.028170,332038.000,50370,4,DC,2,100,2
1700035598.028170,332038.000,50370,4,DC,2,100,EL
1700035598.028170,332038.000,50370,4,DC,2,100,2
1700035598.054275,332063.500,50389,4,DC,2,100,EA
1700035598.080379,332089.000,50389,4,DC,2,100,1
1700035598.106484,332114.500,50389,4,DC,2,100,EL
1700035598.132589,332140.000,50389,4,DC,2,100,1
1700035598.158437,332165.250,50406,4,DC,2,100,EA
1700035598.184286,332190.500,50406,4,DC,2,100,2
1700035598.210135,332215.750,50406,4,DC,2,100,EL
1700035598.235983,332241.000,50406,4,DC,2,100,2
1700035600.847204,334791.750,51998,4,DC,2,100,EA
1700035603.458426,337342.500,51998,4,DC,2,100,1
1700035606.069647,339893.250,51998,4,DC,2,100,EL
1700035608.680868,342444.000,51998,4,DC,2,100,1
1700035608.811647,342571.750,52070,4,DC,2,100,EA
1700035608.942425,342699.500,52070,4,DC,2,100,2
1700035609.073204,342827.250,52070,4,DC,2,100,EL
1700035609.203983,342955.000,52070,4,DC,2,100,2
1700035609.229575,342980.000,52089,4,DC,2,100,EA
1700035609.255168,343005.000,52089,4,DC,2,100,1
1700035609.280761,343030.000,52089,4,DC,2,100,EL
1700035609.306353,343055.000,52089,4,DC,2,100,1
1700035609.332202,343080.250,52105,4,DC,2,100,EA
1700035609.358050,343105.500,52105,4,DC,2,100,2
1700035609.383899,343130.750,52105,4,DC,2,100,EL
1700035609.409748,343156.000,52105,4,DC,2,100,2
1700035609.435596,343181.250,52122,4,DC,2,100,EA
1700035609.461445,343206.500,52122,4,DC,2,100,1
1700035609.487293,343231.750,52122,4,DC,2,100,EL
1700035609.513142,343257.000,52122,4,DC,2,100,1
1700035609.539247,343282.500,52138,4,DC,2,100,EA
1700035609.565351,343308.000,52138,4,DC,2,100,2
1700035609.591456,343333.500,52138,4,DC,2,100,EL
1700035609.617560,343359.000,52138,4,DC,2,100,2
1700035609.643153,343384.000,52155,4,DC,2,100,EA
1700035609.668746,343409.000,52155,4,DC,2,100,1
1700035609.694338,343434.000,52155,4,DC,2,100,EL
1700035609.719931,343459.000,52155,4,DC,2,100,1
1700035609.745780,343484.250,52171,4,DC,2,100,EA
1700035609.771628,343509.500,52171,4,DC,2,100,2
1700035609.797477,343534.750,52171,4,DC,2,100,EL
1700035609.823325,343560.000,52171,4,DC,2,100,2
1700035609.849686,343585.750,52189,4,DC,2,100,EA
1700035609.876046,343611.500,52189,4,DC,2,100,2
1700035609.902407,343637.250,52189,4,DC,2,100,EL
1700035609.928767,343663.000,52189,4,DC,2,100,2
1700035609.954104,343687.750,52205,4,DC,2,100,EA
1700035609.979441,343712.500,52205,4,DC,2,100,1
1700035610.004777,343737.250,52205,4,DC,2,100,EL
1700035610.030114,343762.000,52205,4,DC,2,100,1
1700035610.055963,343787.250,52221,4,DC,2,100,EA
1700035610.081811,343812.500,52221,4,DC,2,100,2
1700035610.107660,343837.750,52221,4,DC,2,100,EL
1700035610.133509,343863.000,52221,4,DC,2,100,2
1700035610.159613,343888.500,52238,4,DC,2,100,EA
1700035610.185718,343914.000,52238,4,DC,2,100,1
1700035610.211822,343939.500,52238,4,DC,2,100,EL
1700035610.237927,343965.000,52238,4,DC,2,100,1
1700035610.263520,343990.000,52257,4,DC,2,100,EA
1700035610.289112,344015.000,52257,4,DC,2,100,2
1700035610.314705,344040.000,52257,4,DC,2,100,EL
1700035610.340297,344065.000,52257,4,DC,2,100,2
1700035610.366146,344090.250,52273,4,DC,2,100,EA
1700035610.391995,344115.500,52273,4,DC,2,100,1
1700035610.417843,344140.750,52273,4,DC,2,100,EL
1700035610.443692,344166.000,52273,4,DC,2,100,1
1700035610.469796,344191.500,52290,4,DC,2,100,EA
1700035610.495901,344217.000,52290,4,DC,2,100,2
1700035610.522006,344242.500,52290,4,DC,2,100,EL
1700035610.548110,344268.000,52290,4,DC,2,100,2
1700035610.573703,344293.000,52306,4,DC,2,100,EA
1700035610.599295,344318.000,52306,4,DC,2,100,1
1700035610.624888,344343.000,52306,4,DC,2,100,EL
1700035610.650481,344368.000,52306,4,DC,2,100,1
1700035610.676329,344393.250,52323,4,DC,2,100,EA
1700035610.702178,344418.500,52323,4,DC,2,100,2
1700035610.728027,344443.750,52323,4,DC,2,100,EL
