LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PI
1673992022.235373,16915.000,564,1,PI,1,100,160688
1673992022.275291,16954.000,578,2,PI,1,100,160653
1673992022.315208,16993.000,578,2,PI,1,100,160643
1673992022.355126,17032.000,593,3,PI,1,100,160644
1673992022.395043,17071.000,593,3,PI,1,100,160641
1673992022.434961,17110.000,593,3,PI,1,100,160632
1673992022.474878,17149.000,611,2,PI,1,100,160640
1673992022.514796,17188.000,611,2,PI,1,100,160648
1673992022.554372,17226.667,629,3,PI,1,100,160626
1673992022.593949,17265.333,629,3,PI,1,100,160643
1673992022.633525,17304.000,629,3,PI,1,100,160633
1673992022.673442,17343.000,644,3,PI,1,100,160631
1673992022.713360,17382.000,644,3,PI,1,100,160638
1673992022.753277,17421.000,644,3,PI,1,100,160649
1673992022.794218,17461.000,661,2,PI,1,100,160657
1673992022.835160,17501.000,661,2,PI,1,100,160669
1673992022.875077,17540.000,675,3,PI,1,100,160682
1673992022.914994,17579.000,675,3,PI,1,100,160677
1673992022.954912,17618.000,675,3,PI,1,100,160681
1673992022.994829,17657.000,691,2,PI,1,100,160716
1673992023.034747,17696.000,691,2,PI,1,100,160721
1673992023.074664,17735.000,707,3,PI,1,100,160705
1673992023.114582,17774.000,707,3,PI,1,100,160679
1673992023.154500,17813.000,707,3,PI,1,100,160661
1673992023.194417,17852.000,723,2,PI,1,100,160656
1673992023.234334,17891.000,723,2,PI,1,100,160645
1673992023.278346,17934.000,739,3,PI,1,100,160655
1673992023.322358,17977.000,739,3,PI,1,100,160659
1673992023.366369,18020.000,739,3,PI,1,100,160628
1673992023.406287,18059.000,755,2,PI,1,100,160631
1673992023.446204,18098.000,755,2,PI,1,100,160627
1673992023.485440,18136.333,773,3,PI,1,100,160616
1673992023.524675,18174.667,773,3,PI,1,100,160622
1673992023.563910,18213.000,773,3,PI,1,100,160630
1673992023.603827,18252.000,791,3,PI,1,100,160627
