LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,EL
1672332195.621003,18117.000,659,2,EL,1,100,5216.600098
1672332195.621003,18117.000,659,2,EL,1,100,5146.799805
1672332195.687552,18182.000,675,1,EL,1,100,5148.200195
1672332195.753590,18246.500,690,2,EL,1,100,5134.600098
1672332195.819628,18311.000,690,2,EL,1,100,5124.799805
1672332195.887202,18377.000,708,1,EL,1,100,5116.399902
1672332195.953239,18441.500,724,2,EL,1,100,5109.399902
1672332196.019277,18506.000,724,2,EL,1,100,5104.200195
1672332196.085827,18571.000,739,2,EL,1,100,5097.799805
1672332196.152377,18636.000,739,2,EL,1,100,5088.399902
1672332196.218926,18701.000,754,1,EL,1,100,5082.000000
1672332196.285476,18766.000,773,2,EL,1,100,5070.600098
1672332196.352026,18831.000,773,2,EL,1,100,5058.600098
1672332196.417552,18895.000,788,1,EL,1,100,5048.000000
1672332196.483589,18959.500,804,2,EL,1,100,5034.399902
1672332196.549627,19024.000,804,2,EL,1,100,5021.600098
1672332196.616177,19089.000,819,2,EL,1,100,5018.200195
1672332196.682727,19154.000,819,2,EL,1,100,5005.799805
1672332196.750300,19220.000,835,1,EL,1,100,4992.399902
1672332196.817874,19286.000,850,2,EL,1,100,4982.000000
1672332196.885448,19352.000,850,2,EL,1,100,4969.000000
1672332196.951997,19417.000,867,1,EL,1,100,4958.200195
1672332197.017523,19481.000,883,2,EL,1,100,4943.600098
1672332197.083049,19545.000,883,2,EL,1,100,4932.200195
1672332197.150623,19611.000,904,2,EL,1,100,4918.600098
1672332197.218196,19677.000,904,2,EL,1,100,4909.799805
1672332197.285770,19743.000,920,1,EL,1,100,4901.399902
1672332197.352319,19808.000,940,2,EL,1,100,4882.000000
1672332197.418869,19873.000,940,2,EL,1,100,4876.600098
1672332197.484395,19937.000,955,1,EL,1,100,4869.799805
1672332197.551457,20002.500,971,2,EL,1,100,4861.600098
1672332197.618518,20068.000,971,2,EL,1,100,4847.799805
1672332197.684044,20132.000,986,1,EL,1,100,4836.399902
1672332197.750594,20197.000,1002,2,EL,1,100,4825.600098
1672332197.817144,20262.000,1002,2,EL,1,100,4812.600098
1672332197.882669,20326.000,1019,1,EL,1,100,4806.000000
1672332197.949219,20391.000,1036,2,EL,1,100,4800.000000
1672332198.015769,20456.000,1036,2,EL,1,100,4789.600098
1672332198.082319,20521.000,1050,2,EL,1,100,4777.799805
1672332198.148868,20586.000,1050,2,EL,1,100,4766.200195
1672332198.215418,20651.000,1066,1,EL,1,100,4749.799805
1672332198.281968,20716.000,1084,2,EL,1,100,4739.200195
1672332198.348518,20781.000,1084,2,EL,1,100,4726.600098
1672332198.414043,20845.000,1104,1,EL,1,100,4719.000000
1672332198.480081,20909.500,1118,2,EL,1,100,4721.200195
1672332198.546119,20974.000,1118,2,EL,1,100,4706.799805
1672332198.611645,21038.000,1135,1,EL,1,100,4690.600098
1672332198.678195,21103.000,1150,2,EL,1,100,4679.600098
1672332198.744745,21168.000,1150,2,EL,1,100,4667.200195
1672332198.811294,21233.000,1166,1,EL,1,100,4655.399902
1672332198.878868,21299.000,1184,2,EL,1,100,4639.799805
1672332198.946441,21365.000,1184,2,EL,1,100,4635.399902
1672332199.012991,21430.000,1199,2,EL,1,100,4633.799805
