LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,PR
1699365015.429845,49550.000,5506,5,PR,1,100,114476
1699365015.429845,49550.000,5506,5,PR,1,100,114481
1699365015.429845,49550.000,5506,5,PR,1,100,114491
1699365015.429845,49550.000,5506,5,PR,1,100,114482
1699365015.429845,49550.000,5506,5,PR,1,100,114467
1699365015.469754,49589.000,5522,3,PR,1,100,114403
1699365015.509661,49628.000,5522,3,PR,1,100,114430
1699365015.549570,49667.000,5522,3,PR,1,100,114389
1699365015.589478,49706.000,5537,2,PR,1,100,114419
1699365015.629386,49745.000,5537,2,PR,1,100,114487
1699365015.669294,49784.000,5553,3,PR,1,100,114514
1699365015.709202,49823.000,5553,3,PR,1,100,114543
1699365015.749110,49862.000,5553,3,PR,1,100,114601
1699365015.789018,49901.000,5569,2,PR,1,100,114648
1699365015.828926,49940.000,5569,2,PR,1,100,114682
1699365015.868834,49979.000,5586,3,PR,1,100,114747
1699365015.908742,50018.000,5586,3,PR,1,100,114774
1699365015.948650,50057.000,5586,3,PR,1,100,114798
1699365015.987876,50095.333,5601,3,PR,1,100,114829
1699365016.027102,50133.667,5601,3,PR,1,100,114847
1699365016.066328,50172.000,5601,3,PR,1,100,114897
1699365016.106236,50211.000,5618,2,PR,1,100,114931
1699365016.146144,50250.000,5618,2,PR,1,100,114952
1699365016.186052,50289.000,5635,3,PR,1,100,114987
1699365016.225960,50328.000,5635,3,PR,1,100,115013
1699365016.265868,50367.000,5635,3,PR,1,100,115008
1699365016.305777,50406.000,5651,2,PR,1,100,115029
1699365016.345685,50445.000,5651,2,PR,1,100,115038
1699365016.385252,50483.667,5666,3,PR,1,100,115052
1699365016.424819,50522.333,5666,3,PR,1,100,115063
1699365016.464386,50561.000,5666,3,PR,1,100,115039
1699365016.503953,50599.667,5682,3,PR,1,100,115042
1699365016.543519,50638.333,5682,3,PR,1,100,115034
1699365016.583086,50677.000,5682,3,PR,1,100,115016
1699365016.621971,50715.000,5697,2,PR,1,100,115024
1699365016.660856,50753.000,5697,2,PR,1,100,115030
1699365016.700253,50791.500,5713,2,PR,1,100,115021
1699365016.739649,50830.000,5713,2,PR,1,100,115026
1699365016.783650,50873.000,5729,3,PR,1,100,115050
1699365016.827652,50916.000,5729,3,PR,1,100,115056
1699365016.871653,50959.000,5729,3,PR,1,100,115067
1699365016.912584,50999.000,5744,3,PR,1,100,115051
1699365016.953515,51039.000,5744,3,PR,1,100,115049
1699365016.994447,51079.000,5744,3,PR,1,100,115047
1699365017.034355,51118.000,5759,2,PR,1,100,115061
1699365017.074263,51157.000,5759,2,PR,1,100,115065
1699365017.114171,51196.000,5778,3,PR,1,100,115070
1699365017.154079,51235.000,5778,3,PR,1,100,115075
1699365017.193987,51274.000,5778,3,PR,1,100,115069
1699365017.233895,51313.000,5795,2,PR,1,100,115087
1699365017.273803,51352.000,5795,2,PR,1,100,115066
1699365017.313711,51391.000,5810,3,PR,1,100,115086
1699365017.353619,51430.000,5810,3,PR,1,100,115098
1699365017.393528,51469.000,5810,3,PR,1,100,115099
1699365017.432753,51507.333,5826,3,PR,1,100,115109
1699365017.471979,51545.667,5826,3,PR,1,100,115102
1699365017.511205,51584.000,5826,3,PR,1,100,115117
1699365017.552137,51624.000,5842,2,PR,1,100,115112
1699365017.593068,51664.000,5842,2,PR,1,100,115131
1699365017.633317,51703.333,5857,3,PR,1,100,115132
1699365017.673566,51742.667,5857,3,PR,1,100,115131
1699365017.713815,51782.000,5857,3,PR,1,100,115138
1699365017.753724,51821.000,5876,2,PR,1,100,115127
1699365017.793632,51860.000,5876,2,PR,1,100,115146
1699365017.833540,51899.000,5892,3,PR,1,100,115145
1699365017.873448,51938.000,5892,3,PR,1,100,115148
1699365017.913356,51977.000,5892,3,PR,1,100,115139
1699365017.953264,52016.000,5908,2,PR,1,100,115144
1699365017.993172,52055.000,5908,2,PR,1,100,115150
1699365018.032739,52093.667,5924,3,PR,1,100,115155
1699365018.072306,52132.333,5924,3,PR,1,100,115156
1699365018.111873,52171.000,5924,3,PR,1,100,115162
1699365018.152122,52210.333,5942,3,PR,1,100,115166
1699365018.192371,52249.667,5942,3,PR,1,100,115172
1699365018.232620,52289.000,5942,3,PR,1,100,115175
1699365018.278668,52334.000,5956,2,PR,1,100,115174
1699365018.324716,52379.000,5956,2,PR,1,100,115189
1699365018.364283,52417.667,5972,3,PR,1,100,115200
1699365018.403850,52456.333,5972,3,PR,1,100,115200
1699365018.443417,52495.000,5972,3,PR,1,100,115197
1699365018.483837,52534.500,5988,2,PR,1,100,115205
1699365018.524256,52574.000,5988,2,PR,1,100,115225
1699365018.565188,52614.000,6004,3,PR,1,100,115234
1699365018.606119,52654.000,6004,3,PR,1,100,115234
1699365018.647051,52694.000,6004,3,PR,1,100,115220
1699365018.686959,52733.000,6019,2,PR,1,100,115238
1699365018.726867,52772.000,6019,2,PR,1,100,115242
1699365018.766775,52811.000,6037,3,PR,1,100,115237
1699365018.806683,52850.000,6037,3,PR,1,100,115233
1699365018.846591,52889.000,6037,3,PR,1,100,115217
1699365018.885476,52927.000,6052,3,PR,1,100,115204
1699365018.924361,52965.000,6052,3,PR,1,100,115188
1699365018.963245,53003.000,6052,3,PR,1,100,115190
1699365019.003153,53042.000,6070,2,PR,1,100,115161
1699365019.043061,53081.000,6070,2,PR,1,100,115124
1699365019.083311,53120.333,6086,3,PR,1,100,115104
1699365019.123560,53159.667,6086,3,PR,1,100,115089
1699365019.163809,53199.000,6086,3,PR,1,100,115118
1699365019.204740,53239.000,6104,3,PR,1,100,115127
1699365019.245672,53279.000,6104,3,PR,1,100,115145
1699365019.286603,53319.000,6104,3,PR,1,100,115150
1699365019.326511,53358.000,6120,2,PR,1,100,115151
1699365019.366419,53397.000,6120,2,PR,1,100,115169
1699365019.406327,53436.000,6137,3,PR,1,100,115206
1699365019.446235,53475.000,6137,3,PR,1,100,115247
1699365019.486144,53514.000,6137,3,PR,1,100,115268
1699365019.525369,53552.333,6152,3,PR,1,100,115294
1699365019.564595,53590.667,6152,3,PR,1,100,115280
1699365019.603821,53629.000,6152,3,PR,1,100,115282
